Artist,Song_Age,Decade,Number_of_Records,Spotify_Url,Theme,Title,Year
Bobbie Gentry,50,1960,1,http://open.spotify.com/track/6aarvZBVzYo3sp4NYOBqCp,Sex,Fancy,1969
Grinderman,12,2000,1,http://open.spotify.com/track/7hdfYPz4MaEcAH97E0S6vW,Sex,No Pussy Blues,2007
Happy Mondays,29,1990,1,http://open.spotify.com/track/7p9Dw7RS1uTJubzRGRGHLV,Sex,Bob’s Yer Uncle,1990
The Hidden Cameras,16,2000,1,http://open.spotify.com/track/4O1lOLB77K8jOilQOYnULt,Sex,The Man That I Am With My Man,2003
Hot Chocolate,44,1970,1,http://open.spotify.com/track/3FJ86KB6nSQ1vTJbupZmmv,Sex,You Sexy Thing,1975
Whitney Houston,34,1980,1,http://open.spotify.com/track/0659KEGBXXfDy2pbCtZ9Wd,Sex,Saving All My Love for You,1985
The Isley Brothers,36,1980,1,http://open.spotify.com/track/0RBg0YkVr7B6PGgK13PUhw,Sex,Between the Sheets,1983
Millie Jackson,45,1970,1,,Sex,Summer (The First Time),1974
Wanda Jackson,62,1950,1,http://open.spotify.com/track/56xQ4YLqsIZ4Kc6R3WEHAx,Sex,Fujiyama Mama,1957
Etta James,58,1960,1,http://open.spotify.com/track/7A96l8P8UmFPhdu7pQ8SMe,Sex,I Just Want to Make Love to You,1961
Rick James,38,1980,1,http://open.spotify.com/track/00FCfK15gIqylm8xeO4pjx,Sex,Super Freak,1981
Tommy James and the Shondells,51,1960,1,http://open.spotify.com/track/1vXuYPpkLjn1v06E2EsWQY,Sex,Crimson and Clover,1968
Grace Jones,38,1980,1,http://open.spotify.com/track/3nkuemN1DlyHYZCk5eZYLn,Sex,Pull Up to the Bumper,1981
Kelis,16,2000,1,http://open.spotify.com/track/2cMTIlktg3M9mXYqCPqw1J,Sex,Milkshake,2003
R Kelly,16,2000,1,http://open.spotify.com/track/7uN7snLDoM1WTmMcTxNreb,Sex,Ignition (Remix),2003
"My Neck, My Back (Lick It)",17,2000,1,http://open.spotify.com/track/0XPLAWXQ03Tlk94CltCj9S,Sex,Khia,2002
Carole King,48,1970,1,http://open.spotify.com/track/437fpvkvab2A1kyZWr99u1,Sex,I Feel the Earth Move,1971
Kings of Leon,11,2000,1,http://open.spotify.com/track/395C2pn0PdOYPzM4B1jLoO,Sex,Sex On Fire,2008
Kiss,45,1970,1,http://open.spotify.com/track/6ChyfMvHeIdX7vaNR249AK,Sex,Black Diamond,1974
Labelle,45,1970,1,http://open.spotify.com/track/3xqe6BzisHN08DOYYqTcsh,Sex,Lady Marmalade,1974
JC Lodge,31,1980,1,http://open.spotify.com/track/3cWpbffv5WFX2g5n99L1th,Sex,Telephone Love,1988
Kris Kristofferson,49,1970,1,http://open.spotify.com/track/2Os4SR7qNgb6vKa6cXQSUZ,Sex,Help Me Make It Through the Night,1970
Led Zeppelin,50,1960,1,,Sex,Whole Lotta Love,1969
Jerry Lee Lewis,62,1950,1,http://open.spotify.com/track/3VIQihiCjAPP22iG0z0iJ9,Sex,Whole Lotta Shakin’ Goin’ On,1957
Lil’ Louis,30,1980,1,,Sex,French Kiss,1989
Little Richard,64,1950,1,http://open.spotify.com/track/17nFSc5cJ3AHKt7qsGFtsz,Sex,Tutti Frutti,1955
The Lovin’ Spoonful,52,1960,1,http://open.spotify.com/track/0WyaWFJqhVdHxK2pY9Xg8U,Sex,Darling Be Home Soon,1967
George Kranz,35,1980,1,,Party songs,Din Daa Daa,1984
Loretta Lynn,53,1960,1,http://open.spotify.com/track/0HIDHxooesFQ1zAZ3Vahgm,Sex,You Ain’t Woman Enough,1966
Kirsty MacColl,30,1980,1,http://open.spotify.com/track/2K0gFbHUwMJqXNfm7fJnRg,Sex,"Don’t Come the Cowboy With Me, Sonny Jim!",1989
Madonna,29,1990,1,http://open.spotify.com/track/5pIYRfMMlLw7NXg1ey8bRA,Sex,Justify My Love,1990
MGMT,11,2000,1,http://open.spotify.com/track/2eGHyarZyRvUgFI4d3G8GN,Sex,Electric Feel,2008
George Michael,32,1980,1,http://open.spotify.com/track/4g4UjSFx9QCTt2mqJwr4fW,Sex,I Want Your Sex,1987
George Michael,23,1990,1,http://open.spotify.com/track/5y0RtJTOSuy864erUivf0J,Sex,Fastlove,1996
Missy Elliott,18,2000,1,http://open.spotify.com/track/4SZG38k0cKCMrmpu2mPpD2,Sex,One Minute Man,2001
Missy Elliott,17,2000,1,http://open.spotify.com/track/5p3WoFtEm7HrRp8lKxKICu,Sex,Work It,2002
Joni Mitchell,48,1970,1,http://open.spotify.com/track/42kn5anz7d6ykieCG0yIbH,Sex,A Case of You,1971
Mr Vegas,21,1990,1,http://open.spotify.com/track/4LCmlA4r2kaQ5d5Hld8y26,Sex,Heads High,1998
Naughty by Nature,28,1990,1,http://open.spotify.com/track/70zkTsvURu74HmCrEja7e4,Sex,OPP,1991
Me’Shell Ndegeocello,26,1990,1,http://open.spotify.com/track/1VUtTNkTTkFnlHZnkS8gEf,Sex,If That’s Your Boyfriend (He Wasn’t Last Night),1993
Randy Newman,47,1970,1,http://open.spotify.com/track/6g15icndZ6ig2CtKcayHHx,Sex,You Can Leave Your Hat On,1972
New Order,33,1980,1,http://open.spotify.com/track/3IZYwVzsjbyw4QxbDmR3Sf,Sex,Bizarre Love Triangle,1986
Nine Inch Nails,25,1990,1,http://open.spotify.com/track/5mHiMTaFI51iB533K7qjzG,Sex,Closer,1994
The Normal,41,1970,1,http://open.spotify.com/track/6LNFfNZ5HL9lDQpB52eGOh,Sex,Warm Leatherette,1978
Owen and Leon,54,1960,1,,Sex,I Want My Cock,1965
Kellee Patterson,43,1970,1,,Sex,"I’m Gonna Love You Just a Little More, Baby",1976
Billy Paul,47,1970,1,http://open.spotify.com/track/5GYcaVfaFBHe2gzA6Oybgj,Sex,Me and Mrs Jones,1972
Peaches,19,2000,1,http://open.spotify.com/track/1XHFob24QklIXtLRopKirJ,Sex,Fuck the Pain Away,2000
Pixies,31,1980,1,http://open.spotify.com/track/2WajMsuB3N7cv5SF12NJeX,Sex,Gigantic,1988
The Police,41,1970,1,http://open.spotify.com/track/4pe9XMdCpgblon0CrB9jtm,Sex,Roxanne,1978
Prince,32,1980,1,http://open.spotify.com/track/6K3bHdKpYnFsWf0TpoEm1E,Sex,If I Was Your Girlfriend,1987
Prince,36,1980,1,http://open.spotify.com/track/5sjTUwMJeAzGSCmpYJzgd4,Sex,Little Red Corvette,1983
Prince and the Revolution,35,1980,1,http://open.spotify.com/track/7bBT7pJXCyH5i7Y3AaiUNW,Sex,Darling Nikki,1984
Prince and the Revolution,33,1980,1,http://open.spotify.com/track/1XoOSVy4rHDyd6u8XbZ0s5,Sex,Kiss,1986
Jamie Principle,32,1980,1,,Sex,Baby Wants to Ride,1987
Pulp,27,1990,1,http://open.spotify.com/track/2g958u66qASAxbzoO5Vva3,Sex,Babies,1992
Pulp,25,1990,1,http://open.spotify.com/track/3rhITD3Q7qlOMCebBTHL8N,Sex,Do You Remember the First Time?,1994
Pulp,27,1990,1,http://open.spotify.com/track/75DYVxFFKJ9sHiGlVB3vT9,Sex,Sheffield: Sex City,1992
Martha and the Vandellas,56,1960,1,http://open.spotify.com/track/1qCbiWAHRybIDOfdkzOK7e,Sex,(Love Is Like a) Heat Wave,1963
Rhythim Is Rhythim,32,1980,1,,Sex,Nude Photo,1987
Minnie Riperton,44,1970,1,http://open.spotify.com/track/3oxLJ747VFQTlAdrVMpznH,Sex,Inside My Love,1975
The Rolling Stones,50,1960,1,http://open.spotify.com/track/0KoKNKBkQaAulzTJ5WLV6I,Sex,Honky Tonk Women,1969
The Rolling Stones,52,1960,1,http://open.spotify.com/track/2Zko8gc25EbLJ7GCWAaB6E,Sex,Let’s Spend the Night Together,1967
Max Romeo,51,1960,1,http://open.spotify.com/track/2vV6qYsr3GAtejs2hE1dV3,Sex,Wet Dream,1968
Diana Ross and the Supremes,51,1960,1,http://open.spotify.com/track/2OukOzuIXcJFz9apg4gSuM,Sex,Love Child,1968
Roxy Music,46,1970,1,http://open.spotify.com/track/3Wkho6tesTh4aF80T6evqH,Sex,In Every Dream Home a Heartache,1973
Sam and Dave,53,1960,1,http://open.spotify.com/track/6PgVDY8GTkxF3GmhVGPzoB,Sex,"Hold On, I’m Comin’",1966
Shangri-Las,54,1960,1,http://open.spotify.com/track/5eByLONVak5rrPBnS29nWn,Sex,Give Him a Great Big Kiss,1965
Nancy Sinatra and Lee Hazlewood,52,1960,1,http://open.spotify.com/track/2X89x2pEAeDgSIK3ag1jHU,Sex,Some Velvet Morning,1967
Small Faces,51,1960,1,,Sex,Rene,1968
The Smiths,35,1980,1,,Sex,Reel Around the Fountain,1984
Bessie Smith,91,1920,1,http://open.spotify.com/track/3WJNDpUfN9RiWbVNSXteoD,Sex,Empty Bed Blues,1928
Elliott Smith,22,1990,1,http://open.spotify.com/track/6UgmVIVyznBDdkpqkKyc1O,Sex,Between the Bars,1997
Soul Sisters,50,1960,1,http://open.spotify.com/track/5y8N3Wr5bLv40PdFK3oC54,Sex,Wreck a Buddy,1969
Britney Spears,21,1990,1,http://open.spotify.com/track/52SrRaRC2SlJ2dno1flkg2,Sex,… Baby One More Time,1998
Bruce Springsteen,34,1980,1,http://open.spotify.com/track/0BDQUifzYaoHojBcnqwH7U,Sex,I’m On Fire,1985
Rod Stewart,41,1970,1,http://open.spotify.com/track/42GthmiW6mIvcyaJHdMk30,Sex,Da Ya Think I’m Sexy,1978
The Stooges,50,1960,1,http://open.spotify.com/track/6clhKRH03Y0FWMTW3R1pHq,Sex,I Wanna Be Your Dog,1969
Barbra Streisand and Barry Gibb,38,1980,1,http://open.spotify.com/track/60mGckXEG1EzR4VmjYLfEW,Sex,Guilty,1981
Suede,26,1990,1,http://open.spotify.com/track/5MQ5IbHbvjVvbKGXuwpu0b,Sex,Animal Nitrate,1993
Suede,27,1990,1,http://open.spotify.com/track/05eSuaEKkmlvf0svK1QW1v,Sex,The Drowners,1992
Donna Summer,44,1970,1,http://open.spotify.com/track/3XlWYam3ILQ9txcjjjJixQ,Sex,Love to Love You Baby,1975
Tone Loc,30,1980,1,http://open.spotify.com/track/14xYQ6TjnKfEeAGl4C38oq,Sex,Wild Thing,1989
T Rex,48,1970,1,http://open.spotify.com/track/53sjKpBzCxzmkQIaB0Sbq3,Sex,Get It On,1971
The Troggs,53,1960,1,http://open.spotify.com/track/12PKavTaqOLlyC7tRWO4dw,Sex,Wild Thing,1966
TLC,25,1990,1,http://open.spotify.com/track/2p4kivh3HWz9TiyIuFuzlY,Sex,Red Light Special,1994
Big Joe Turner,65,1950,1,http://open.spotify.com/track/7aLoa1F3EoM8AeC6Ao1RKz,Sex,"Shake, Rattle and Roll",1954
Tweet,17,2000,1,,Sex,Oops (Oh My),2002
U2,31,1980,1,http://open.spotify.com/track/3caWBz55YTpETVOJvHBI6C,Sex,Desire,1988
The Vapors,39,1980,1,http://open.spotify.com/track/30cHDhxUqgnHq78hv5UjMx,Sex,Turning Japanese,1980
The Velvet Underground,52,1960,1,http://open.spotify.com/track/3BS0Y8iDtIK5SDvXpxUN17,Sex,Venus in Furs,1967
The Who,52,1960,1,http://open.spotify.com/track/7mUd2EEqieY6tcAdEzzuWs,Sex,Pictures of Lily,1967
!!!,16,2000,1,,Politics and protest,Me and Giuliani Down By the Schoolyard (A True Story),2003
Antony and the Johnsons,11,2000,1,http://open.spotify.com/track/4ys9lQG6FGs7ikCGtRCSDt,Politics and protest,Another World,2008
Arcade Fire,12,2000,1,http://open.spotify.com/track/4qkqZdYBTa5B5f6ppIXu37,Politics and protest,Windowsill,2007
Louis Armstrong,90,1920,1,http://open.spotify.com/track/7ogRU94YDmyoE1MkMbrddk,Politics and protest,(What Did I Do To Be So) Black And Blue,1929
Roy Bailey,40,1970,1,,Politics and protest,Stand Up for Judas,1979
The Beach Boys,48,1970,1,http://open.spotify.com/track/69PvvnBElTbIFHVt9ue58Q,Politics and protest,A Day in the Life of a Tree,1971
Carl Bean,42,1970,1,,Politics and protest,I Was Born This Way,1977
The Beat,39,1980,1,http://open.spotify.com/track/3Yhr8WrFPnwBFwxhFLUwzh,Politics and protest,Stand Down Margaret,1980
The Beatles,52,1960,1,,Politics and protest,I Am the Walrus,1967
The Beatles,51,1960,1,,Politics and protest,Revolution,1968
Black Sabbath,48,1970,1,http://open.spotify.com/track/1V0mETNS6mfKRtihAMTtxy,Politics and protest,War Pigs,1971
Blue Mink,50,1960,1,,Politics and protest,Melting Point,1969
Body Count,27,1990,1,,Politics and protest,Cop Killer,1992
Eric Bogle,48,1970,1,http://open.spotify.com/track/2bcpK9QU6cJW5PlEVQfBd5,Politics and protest,And the Band Played Waltzing Matilda,1971
Boogie Down Productions,31,1980,1,,Politics and protest,Stop the Violence,1988
Bright Eyes,14,2000,1,http://open.spotify.com/track/1ScpEIsS1pVNXWafHc3tat,Politics and protest,When the President Talks to God,2005
Bronski Beat,35,1980,1,http://open.spotify.com/track/1nz1xzqPN4xYZtR4zgiLxt,Politics and protest,Smalltown Boy,1984
Billy Bragg,34,1980,1,,Politics and protest,Between the Wars,1985
James Brown,51,1960,1,http://open.spotify.com/track/6SP5GXlyb0yiCCMODUjeFb,Politics and protest,Say It Loud – I’m Black and I’m Proud,1968
Burning Spear,44,1970,1,http://open.spotify.com/track/1YiCnD7YmmCXWLregZmdoM,Politics and protest,Slavery Days,1975
Kate Bush,39,1980,1,http://open.spotify.com/track/2duFyIqY9RHzOMruitwPkq,Politics and protest,Army Dreamers,1980
Ian Campbell Folk Group,55,1960,1,,Politics and protest,The Sun Is Burning,1964
Martin Carthy,31,1980,1,,Politics and protest,Company Policy,1988
Manu Chao,12,2000,1,http://open.spotify.com/track/66gj35rWhKtwzTt4603exF,Politics and protest,Rainin’ in Paradize,2007
The Clash,37,1980,1,http://open.spotify.com/track/7mjrA5T6KQ4sb0qSgUu5nJ,Politics and protest,Straight to Hell,1982
The Clash,42,1970,1,http://open.spotify.com/track/40t0GuTTYhobrOijf3PfEP,Politics and protest,White Riot,1977
Jarvis Cocker,13,2000,1,http://open.spotify.com/track/3vHqlBYlLgog7dOJn8K0Tu,Politics and protest,Running the World,2006
John Coltrane,56,1960,1,http://open.spotify.com/track/3uY3z9cO4sR256VTPpe4Kk,Politics and protest,Alabama,1963
Sam Cooke,55,1960,1,http://open.spotify.com/track/7aXPwuC5qjhT0ddjHqe64o,Politics and protest,A Change Is Gonna Come,1964
Julian Cope,11,2000,1,,Politics and protest,All the Blowing-Themselves-Up Motherfuckers (Will Realise the Minute They Die That They Were Suckers),2008
Elvis Costello,30,1980,1,http://open.spotify.com/track/2pvGHaskdT2ZrKlXCVr03g,Politics and protest,Tramp the Dirt Down,1989
Bing Crosby,87,1930,1,http://open.spotify.com/track/2Ei1sEtJU0ENRvk3sKZx0X,Politics and protest,Brother Can You Spare a Dime?,1932
"Crosby, Stills, Nash and Young",49,1970,1,http://open.spotify.com/track/0eFqH9smOTiNNecXMpFIi2,Politics and protest,Ohio,1970
Dan Le Sac vs Scroobius Pip,12,2000,1,http://open.spotify.com/track/2dG4zJhjTK9BkcQQTM9A57,Politics and protest,Thou Shalt Always Kill,2007
Dead Kennedys,40,1970,1,http://open.spotify.com/track/5szJ8SMwQVEvvdk65w6M6g,Politics and protest,California Über Alles,1979
The Decemberists,14,2000,1,http://open.spotify.com/track/5apLxy6Ko3gkOw8YtavIoe,Politics and protest,16 Military Wives,2005
The Disposable Heroes of Hiphoprisy,28,1990,1,http://open.spotify.com/track/4ktMrTwZD42cZThzZlHcgT,Politics and protest,Television: The Drug of the Nation,1991
Dixie Chicks,13,2000,1,http://open.spotify.com/track/65SgC0WRidtEYjWp4wwBDs,Politics and protest,Not Ready to Make Nice,2006
Bob Dylan,44,1970,1,http://open.spotify.com/track/6ZRnk0vJtbgbReepK6m469,Politics and protest,Hurricane,1975
Bob Dylan,54,1960,1,http://open.spotify.com/track/594Kh8VcfpZgFqeWrtlNnP,Politics and protest,Maggie’s Farm,1965
Bob Dylan,56,1960,1,http://open.spotify.com/track/56inmm09BxbQvjZfSexaSM,Politics and protest,Masters of War,1963
Bob Dylan,55,1960,1,http://open.spotify.com/track/2zlP1bRIxUiEjApkELiGYd,Politics and protest,The Times They Are a-Changin’,1964
Bob Dylan,55,1960,1,http://open.spotify.com/track/0ILmjZkTZsPKjsZaEPmatw,Politics and protest,When the Ship Comes In,1964
Steve Earle,17,2000,1,,Politics and protest,John Walker’s Blues,2002
Eminem,20,1990,1,http://open.spotify.com/track/3mUVtVZZJXmjZTUBvfQ4ik,Politics and protest,Role Model,1999
Faith No More,34,1980,1,http://open.spotify.com/track/2bg3JPk02VNXWxEnrWHbSL,Politics and protest,We Care a Lot,1985
Frankie Goes To Hollywood,35,1980,1,,Politics and protest,Two Tribes,1984
Aretha Franklin,52,1960,1,http://open.spotify.com/track/3OYh9wHWqWD6bpmO3WQNlM,Politics and protest,Respect,1967
Bobby Fuller Four,54,1960,1,http://open.spotify.com/track/6Um3XCAxl9YfFmAnGl93xc,Politics and protest,I Fought the Law,1965
Dick Gaughan,34,1980,1,,Politics and protest,Víctor Jara of Chile,1985
Marvin Gaye,48,1970,1,http://open.spotify.com/track/72rvx9ydiRGPjvE9Hy1Fi5,Politics and protest,Mercy Mercy Me (The Ecology),1971
Marvin Gaye,48,1970,1,http://open.spotify.com/track/42PyxnviKRfOa8z39g8aZj,Politics and protest,What’s Going On?,1971
Grandmaster Flash and the Furious Five,37,1980,1,http://open.spotify.com/track/5DuTNKFEjJIySAyJH1yNDU,Politics and protest,The Message,1982
Cast of Grange Hill,33,1980,1,,Politics and protest,Just Say No,1986
Green Day,15,2000,1,http://open.spotify.com/track/6nTiIhLmQ3FWhvrGafw2zj,Politics and protest,American Idiot,2004
Woody Guthrie,75,1940,1,http://open.spotify.com/track/7CNaYAdLyi86kofGafReiT,Politics and protest,This Land Is Your Land,1944
Merle Haggard,50,1960,1,http://open.spotify.com/track/1BlR9w48cl5fBtebabidTM,Politics and protest,Okie from Muskogee,1969
Mick Hanly with Christy Moore,39,1980,1,,Politics and protest,On the Blanket,1980
Paul Hardcastle,34,1980,1,http://open.spotify.com/track/1xZchmfxPkalmqr9i0E138,Politics and protest,19,1985
Jimi Hendrix,50,1960,1,http://open.spotify.com/track/5l3d4azo71WotmWhRc1zqM,Politics and protest,The Star-Spangled Banner,1969
Heaven 17,38,1980,1,http://open.spotify.com/track/05cKish3faAXVGK3B4wcwl,Politics and protest,(We Don’t Need) This Fascist Groove Thang,1981
Billie Holliday,80,1930,1,http://open.spotify.com/track/67q3zVsJsPRks4k0eomEWy,Politics and protest,Strange Fruit,1939
The Impressions,49,1970,1,http://open.spotify.com/track/112ofK4eq7gS0gRqNNxQMM,Politics and protest,Check Out Your Mind,1970
The Impressions,54,1960,1,http://open.spotify.com/track/1MlXd4giftxXZgeMItb3PQ,Politics and protest,People Get Ready,1965
The Jam,40,1970,1,http://open.spotify.com/track/3Q1p4GBjyj6n54oFBCicwB,Politics and protest,The Eton Rifles,1979
The Jam,39,1980,1,http://open.spotify.com/track/0hhikHUpfUlMBRD2gSf0mu,Politics and protest,Going Underground,1980
Country Joe and the Fish,52,1960,1,,Politics and protest,The “Fish” Cheer/I-Feel-Like-I’m-Fixin’-to-Die Rag,1967
The Kinks,51,1960,1,,Politics and protest,The Village Green Preservation Society,1968
Fela Kuti,42,1970,1,http://open.spotify.com/track/0tOqZJsRP90T91Jx4pzAjB,Politics and protest,Zombie,1977
Talib Kweli,17,2000,1,http://open.spotify.com/track/5TrG4AXuPoVnw7QQnira5J,Politics and protest,The Proud,2002
Leadbelly,81,1930,1,http://open.spotify.com/track/4gMvW0NSjknhTQOsIIFIkQ,Politics and protest,The Bourgeois Blues,1938
John Lennon,50,1960,1,,Politics and protest,Give Peace a Chance,1969
Ewan MacColl,59,1960,1,,Politics and protest,The Ballad of Sharpeville,1960
Barry McGuire,54,1960,1,http://open.spotify.com/track/56PQfk2z3WaHJFTaz17kBo,Politics and protest,Eve of Destruction,1965
Madonna,34,1980,1,http://open.spotify.com/track/37HSCAcjOpQ31XRoeMCa60,Politics and protest,Material Girl,1985
Johnny Mandel,49,1970,1,,Politics and protest,Suicide Is Painless (Theme from M*A*S*H),1970
Bob Marley,39,1980,1,http://open.spotify.com/track/0RiNfhn21ykBakicd7igLK,Politics and protest,Redemption Song,1980
Bob Marley and the Wailers,40,1970,1,http://open.spotify.com/track/3saDCpULymKQcyY8Ia0ULi,Politics and protest,Zimbabwe,1979
MC5,51,1960,1,http://open.spotify.com/track/3MVHpVZrmLyxvWFeN9fooF,Politics and protest,Kick Out the Jams,1968
Joni Mitchell,49,1970,1,http://open.spotify.com/track/3DYrWKfm5gYCqXyH608Lmd,Politics and protest,Big Yellow Taxi,1970
The Mothers of Invention,53,1960,1,,Politics and protest,Trouble Every Day,1966
Junior Murvin,43,1970,1,http://open.spotify.com/track/3cnvTMZRhkbzea0KC4Y4We,Politics and protest,Police and Thieves,1976
Randy Newman,42,1970,1,http://open.spotify.com/track/6emIUUgOV0lPgUYbJ1RZ7I,Politics and protest,Short People,1977
NWA,31,1980,1,http://open.spotify.com/track/5Fdj7YRwgfP6HcIK0e8NP1,Politics and protest,Fuck tha Police,1988
Phil Ochs,54,1960,1,http://open.spotify.com/track/1IA8LarhcLMkwsI7wP0QQl,Politics and protest,I Ain’t Marching Anymore,1965
Pixies,30,1980,1,http://open.spotify.com/track/2VX2QRAGKPyqMZU8cFZ3Ib,Politics and protest,Monkey Gone to Heaven,1989
The Pogues,31,1980,1,http://open.spotify.com/track/2k4Gltjyhvfe9yCHN99tyD,Politics and protest,Streets of Sorrow/Birmingham Six,1988
Elvis Presley,50,1960,1,http://open.spotify.com/track/7na7MmpePvl0nErQIQteBG,Politics and protest,In the Ghetto,1969
Primal Scream,29,1990,1,http://open.spotify.com/track/47VwP5BLMrkHLNX7Dx4f8L,Politics and protest,Come Together,1990
Prince,32,1980,1,http://open.spotify.com/track/4Yenz5JZZOUiZSeyKY8bDz,Politics and protest,Sign o’ the Times,1987
John Prine,48,1970,1,,Politics and protest,Sam Stone,1971
Public Enemy,32,1980,1,http://open.spotify.com/track/7Lc8L0BZVmxKT57OhQQesA,Politics and protest,Bring the Noise,1987
Public Enemy,30,1980,1,http://open.spotify.com/track/3WsrkrLMD8vWmz5RyD6n9e,Politics and protest,Fight the Power,1989
Rage Against the Machine,27,1990,1,http://open.spotify.com/track/2bzT8XRcAaQ3IZdrT6RogY,Politics and protest,Killing in the Name,1992
Blind Alfred Reed,90,1920,1,http://open.spotify.com/track/0kKl93KcM7R4qtU7wp4ake,Politics and protest,How Can a Poor Man Stand Such Times and Live?,1929
REM,33,1980,1,http://open.spotify.com/track/3HiNG3o66L2FbsM8Y7Sg6D,Politics and protest,Fall On Me,1986
Tom Robinson,41,1970,1,http://open.spotify.com/track/15mRglwFDmZEF5D0HfsiaQ,Politics and protest,Glad to Be Gay,1978
The Rolling Stones,51,1960,1,http://open.spotify.com/track/7eZ2NUG1G7SKssQqt4uRcy,Politics and protest,Street Fighting Man,1968
Diana Ross,39,1980,1,http://open.spotify.com/track/0ew27xRdxSexrWbODuLfeE,Politics and protest,I’m Coming Out,1980
Buffy Sainte-Marie,55,1960,1,http://open.spotify.com/track/6yacBc7zjbSG2ebrwtLhtJ,Politics and protest,Now That The Buffalo's Gone,1964
Nitin Sawhney,11,2000,1,,Politics and protest,Days of Fire,2008
Gil Scott-Heron,49,1970,1,http://open.spotify.com/track/0Ko176OJTtK3ubUtzdXINI,Politics and protest,Whitey On the Moon,1970
Pete Seeger,56,1960,1,http://open.spotify.com/track/4LLjj2lFgaSWsHw7uWDqDj,Politics and protest,We Shall Overcome,1963
Peggy Seeger,46,1970,1,http://open.spotify.com/track/1bXhsrCeznTkbigKIqVIQq,Politics and protest,I’m Gonna Be an Engineer,1973
Sex Pistols,43,1970,1,http://open.spotify.com/track/7KwdlMKVUyMsyrL523djBl,Politics and protest,Anarchy in the UK,1976
Sex Pistols,42,1970,1,http://open.spotify.com/track/7mkLlx81e3LaCrPVZYOBCT,Politics and protest,God Save the Queen,1977
Sham 69,42,1970,1,http://open.spotify.com/track/2ZybCRD7fboSUv7HkXyjuN,Politics and protest,If the Kids Are United,1977
Sheffield Socialist Choir,27,1990,1,,Politics and protest,The Internationale,1992
Nina Simone,49,1970,1,http://open.spotify.com/track/3btkTbTgRXJjVSwSC3RHZe,Politics and protest,"To Be Young, Gifted and Black",1970
Sly and the Family Stone,50,1960,1,http://open.spotify.com/track/2go5vzzDZP7KBrjQXK4KLr,Politics and protest,"Don’t Call Me Nigger, Whitey",1969
Sonic Youth,27,1990,1,http://open.spotify.com/track/0imXml1hX6wo9xGfCV6n8M,Politics and protest,Swimsuit Issue,1992
Spacemen 3,30,1980,1,,Politics and protest,Revolution,1989
The Specials,38,1980,1,http://open.spotify.com/track/7iOA86nwA7RF3GwMa93H0v,Politics and protest,Ghost Town,1981
The Special AKA,35,1980,1,http://open.spotify.com/track/57mY4qUaUegA3jvoyoz7oT,Politics and protest,Free Nelson Mandela,1984
Bruce Springsteen and the E Street Band,19,2000,1,http://open.spotify.com/track/541WSNfHqYIzq61XXWQJJl,Politics and protest,American Skin (41 Shots),2000
Bruce Springsteen,35,1980,1,http://open.spotify.com/track/36b2xkXNJKRCWeUrsC3jyQ,Politics and protest,Born in the USA,1984
Edwin Starr,49,1970,1,http://open.spotify.com/track/0cs3dkKsYJwdauvRRJaCOm,Politics and protest,War,1970
Steppenwolf,50,1960,1,http://open.spotify.com/track/5gN9AKEIJgccrIBBMCKs68,Politics and protest,Monster,1969
Stiff Little Fingers,41,1970,1,http://open.spotify.com/track/7Ig7b1MJJKbNyTxLU6u9rZ,Politics and protest,Suspect Device,1978
Super Furry Animals,23,1990,1,http://open.spotify.com/track/00QZGqUswem6nUiqAKs6Po,Politics and protest,The Man Don’t Give a Fuck,1996
The Staple Singers,51,1960,1,http://open.spotify.com/track/7yDbI673oElwJy891HuBHZ,Politics and protest,Long Walk to DC,1968
Cat Stevens,48,1970,1,http://open.spotify.com/track/0kPj8oXqC8iz8AYJc3UUka,Politics and protest,Peace Train,1971
Rod Stewart,43,1970,1,http://open.spotify.com/track/1VcmUcqIu77SOnRjAvbFTc,Politics and protest,The Killing of Georgie (Part I and II),1976
System Of A Down,14,2000,1,http://open.spotify.com/track/5b5R8oiVflR4vW9sFc8q3W,Politics and protest,BYOB,2005
Richard Thompson,12,2000,1,http://open.spotify.com/track/65fzTuQr4DhjQATlRq0u8Q,Politics and protest,Dad’s Gonna Kill Me,2007
Peter Tosh,43,1970,1,http://open.spotify.com/track/3j4f5c97RD6GxVeUySXyUd,Politics and protest,Legalize It,1976
Tupac,26,1990,1,http://open.spotify.com/track/73hn54pVkteT7E2CrdAlvU,Politics and protest,Keep Ya Head Up,1993
U2,36,1980,1,http://open.spotify.com/track/7JLEWweiny60arxyKTKIwl,Politics and protest,Sunday Bloody Sunday,1983
USA for Africa,34,1980,1,,Politics and protest,We Are the World,1985
The Wailers,46,1970,1,http://open.spotify.com/track/4xAMYRrgL5JaaR57g2cPrS,Politics and protest,"Get Up, Stand Up",1973
Tom Waits,15,2000,1,http://open.spotify.com/track/6ipRDQPnSMst9V3wVQjVGg,Politics and protest,The Day After Tomorrow,2004
Scott Walker,50,1960,1,http://open.spotify.com/track/23LS90srRC3n86OWgUBUQx,Politics and protest,The Old Man’s Back Again (Dedicated to the Neo-Stalinist Regime),1969
Wham!,37,1980,1,http://open.spotify.com/track/0kA7p1R4Cx6CMpUG4tPKfI,Politics and protest,Wham Rap! (Enjoy What You Do),1982
The Who,54,1960,1,http://open.spotify.com/track/4kxrawSkeAoJiASQArwqYO,Politics and protest,My Generation,1965
