Artist,Song Age,Decade,Number of Records,Spotify Url,Theme,Title,Year
Echo and the Bunnymen,35,1/1/1980 12:00:00 AM,1,http://open.spotify.com/track/15049rGLXHwrWtE4euUb5C,Heartbreak,The Killing Moon,1/1/1984
Elbow,13,1/1/2000 12:00:00 AM,1,,Heartbreak,My Very Best,1/1/2006
Everything But the Girl,24,1/1/1990 12:00:00 AM,1,http://open.spotify.com/track/0Y11QzoiLpdhPHAFcSJH9i,Heartbreak,Missing (Todd Terry remix),1/1/1995
Marianne Faithfull,40,1/1/1970 12:00:00 AM,1,http://open.spotify.com/track/1XZLci5bjgHM5LC1Xs1cQe,Heartbreak,Why’d Ya Do It?,1/1/1979
Fleetwood Mac,42,1/1/1970 12:00:00 AM,1,http://open.spotify.com/track/5qg6DB7nxilzxxzalcpNU3,Heartbreak,Go Your Own Way,1/1/1977
Stephen Fretwell,15,1/1/2000 12:00:00 AM,1,http://open.spotify.com/track/3xC8ffyrb46M2xoyiAZijA,Heartbreak,Emily,1/1/2004
Marvin Gaye,52,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/27m1soUndRthrAA1ediOXn,Heartbreak,I Heard it Through the Grapevine,1/1/1967
Gloria Gaynor,41,1/1/1970 12:00:00 AM,1,http://open.spotify.com/track/1lBbC5ez7W0VgrRGGeybTY,Heartbreak,I Will Survive,1/1/1978
Glasvegas,12,1/1/2000 12:00:00 AM,1,http://open.spotify.com/track/5Xkht48NOI9eirHjY7d87I,Heartbreak,Daddy’s Gone,1/1/2007
Lesley Gore,56,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/4sR3U7qQAai4CI0q4zHlRW,Heartbreak,It’s My Party,1/1/1963
Al Green,47,1/1/1970 12:00:00 AM,1,,Heartbreak,How Can You Mend a Broken Heart,1/1/1972
Halls and Oates,46,1/1/1970 12:00:00 AM,1,,Heartbreak,She’s Gone,1/1/1973
The Handsome Family,21,1/1/1990 12:00:00 AM,1,,Heartbreak,Weightless Again,1/1/1998
The House of Love,31,1/1/1980 12:00:00 AM,1,,Heartbreak,Christine,1/1/1988
The Human League,38,1/1/1980 12:00:00 AM,1,http://open.spotify.com/track/5lmYpa6EaVAKAlwxMf7q5c,Heartbreak,Don’t You Want Me?,1/1/1981
The Jackson 5,49,1/1/1970 12:00:00 AM,1,http://open.spotify.com/track/2nPXRL8SX00vl9zeQHMSQp,Heartbreak,I Want You Back,1/1/1970
Joe Jackson,41,1/1/1970 12:00:00 AM,1,http://open.spotify.com/track/3P97XnD4osOqR4lRPalNPV,Heartbreak,Is She Really Going Out With Him?,1/1/1978
Etta James,50,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/2xxX1FmYQk7P0I5stRyNsT,Heartbreak,I’d Rather Go Blind,1/1/1969
Skip James,88,1/1/1930 12:00:00 AM,1,http://open.spotify.com/track/0PIFpAuiiowI88mPS6KYsj,Heartbreak,Devil Got My Woman,1/1/1931
Daniel Johnston,29,1/1/1990 12:00:00 AM,1,,Heartbreak,Some Things Last a Long Time,1/1/1990
Elton John,36,1/1/1980 12:00:00 AM,1,http://open.spotify.com/track/4mno8GjYUVPW8rNgJsWLx6,Heartbreak,I Guess That’s Why They Call it the Blues,1/1/1983
Gloria Jones,55,1/1/1960 12:00:00 AM,1,,Heartbreak,Tainted Love,1/1/1964
Tom Jones,51,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/0hK0cOpYF3cLB49VbMa7AV,Heartbreak,Delilah,1/1/1968
Janis Joplin and Big Brother and the Holding Company,51,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/3zfJeCCx1uDHzPNReiGqS6,Heartbreak,Piece of My Heart,1/1/1968
Joy Division,39,1/1/1980 12:00:00 AM,1,http://open.spotify.com/track/2JO3HwMRPeya8bXbtbyPcf,Heartbreak,Love Will Tear Us Apart,1/1/1980
Kelis,20,1/1/1990 12:00:00 AM,1,http://open.spotify.com/track/6UJbhZER5yrbaAG66rrr4Z,Heartbreak,Caught Out There,1/1/1999
Alicia Keys,16,1/1/2000 12:00:00 AM,1,http://open.spotify.com/track/212BdBPNXcHSPyKtXMiiFF,Heartbreak,You Don’t Know My Name,1/1/2003
The Killers,16,1/1/2000 12:00:00 AM,1,http://open.spotify.com/track/4ZefAE6wZ6BEATniPk4DWI,Heartbreak,Mr Brightside,1/1/2003
BB King,50,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/2l9eWSE3Tupp0ArEDo45eB,Heartbreak,The Thrill is Gone,1/1/1969
Carole King,48,1/1/1970 12:00:00 AM,1,http://open.spotify.com/track/5bl6wYKQnPmHYO7DbF1mg7,Heartbreak,It’s Too Late,1/1/1971
The Kinks,49,1/1/1970 12:00:00 AM,1,http://open.spotify.com/track/191w1gNvwUI55Pk6PcVvMx,Heartbreak,Lola,1/1/1970
Bettye LaVette,54,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/0MvsfFXD0XkeOcPUOO5XaH,Heartbreak,Let Me Down Easy,1/1/1965
John Lennon,48,1/1/1970 12:00:00 AM,1,,Heartbreak,Jealous Guy,1/1/1971
Leona Lewis,12,1/1/2000 12:00:00 AM,1,http://open.spotify.com/track/6LtPIXlIzPOTF8vTecYjRe,Heartbreak,Bleeding Love,1/1/2007
Madonna,34,1/1/1980 12:00:00 AM,1,http://open.spotify.com/track/6idFcUh2Gc8wdtwuR0sfFN,Heartbreak,Crazy For You,1/1/1985
McAlmont and Butler,24,1/1/1990 12:00:00 AM,1,http://open.spotify.com/track/6joAGL5IuD66Qgcz049ObW,Heartbreak,Yes,1/1/1995
Van Morrison,40,1/1/1970 12:00:00 AM,1,http://open.spotify.com/track/4LPR6jSlFTTHavQVaYLfXR,Heartbreak,It’s All in the Game,1/1/1979
Morrissey,25,1/1/1990 12:00:00 AM,1,http://open.spotify.com/track/2ljH5Nxub9QIJ1WE1hsVU3,Heartbreak,"The More You Ignore Me, The Closer I Get",1/1/1994
The Mountain Goats,16,1/1/2000 12:00:00 AM,1,http://open.spotify.com/track/6KyyTheVmJZsNdqwOj0MR3,Heartbreak,No Children,1/1/2003
New Order,36,1/1/1980 12:00:00 AM,1,http://open.spotify.com/track/6cxLRWPZQ6dmb0lJ5Ph8Tu,Heartbreak,Blue Monday,1/1/1983
Sinead O’Connor,29,1/1/1990 12:00:00 AM,1,http://open.spotify.com/track/07iHAswcApphvyllRDQrEa,Heartbreak,Nothing Compares 2 U,1/1/1990
Mary Margaret O’Hara,31,1/1/1980 12:00:00 AM,1,,Heartbreak,To Cry About,1/1/1988
Roy Orbison,58,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/3oVeLS6WNWf7tAGev4Y6vM,Heartbreak,Crying,1/1/1961
Gram Parsons with Emmylou Harris,45,1/1/1970 12:00:00 AM,1,http://open.spotify.com/track/51sT9Y2lXJocjVUhA5NFK1,Heartbreak,Love Hurts,1/1/1974
Gram Parsons,45,1/1/1970 12:00:00 AM,1,http://open.spotify.com/track/53egTlbVDqNH2SRmZTknrC,Heartbreak,"$1,000 Wedding",1/1/1974
Dolly Parton,46,1/1/1970 12:00:00 AM,1,http://open.spotify.com/track/5fdhThPDe6jQQDqCyWrdAn,Heartbreak,Jolene,1/1/1973
Ann Peebles,43,1/1/1970 12:00:00 AM,1,,Heartbreak,It Was Jealousy,1/1/1976
Salt-n-Pepa,29,1/1/1990 12:00:00 AM,1,,Sex,Let’s Talk About Sex,1/1/1990
Katy Perry,12,1/1/2000 12:00:00 AM,1,http://open.spotify.com/track/5monag19nA467DCEUmE7Lq,Heartbreak,Ur So Gay,1/1/2007
Liz Phair,26,1/1/1990 12:00:00 AM,1,,Heartbreak,Divorce Song,1/1/1993
The Police,41,1/1/1970 12:00:00 AM,1,http://open.spotify.com/track/1VKbWRpwV2XXSJSZ2w534h,Heartbreak,Can’t Stand Losing You,1/1/1978
The Police,36,1/1/1980 12:00:00 AM,1,http://open.spotify.com/track/0A4Btqar6Y5B4hfs9pZnSE,Heartbreak,Every Breath You Take,1/1/1983
Elvis Presley,47,1/1/1970 12:00:00 AM,1,http://open.spotify.com/track/7mm18MJI4UpSS2IfsId0qB,Heartbreak,Always on My Mind,1/1/1972
Elvis Presley,50,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/21uqk0VElbm5bxCNTR3E6M,Heartbreak,Suspicious Minds,1/1/1969
Dory Previn,49,1/1/1970 12:00:00 AM,1,http://open.spotify.com/track/6G73YaSHMs0tP2gCNvSnjE,Heartbreak,Beware of Young Girls,1/1/1970
Prince,35,1/1/1980 12:00:00 AM,1,http://open.spotify.com/track/5OLaGD9QaSn2pRmBr6hYqb,Heartbreak,When Doves Cry,1/1/1984
Mohammed Rafi,54,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/6o1fs0vkkFGT8lSkMAXe1o,Heartbreak,Jaan Pehechaan Ho,1/1/1965
Lou Reed,46,1/1/1970 12:00:00 AM,1,,Heartbreak,Sad Song,1/1/1973
REM,27,1/1/1990 12:00:00 AM,1,http://open.spotify.com/track/28AZM08WStiEXfqN065BvN,Heartbreak,Everybody Hurts,1/1/1992
REM,32,1/1/1980 12:00:00 AM,1,http://open.spotify.com/track/3k5BXtsudQFynAlzYIzCgF,Heartbreak,The One I Love,1/1/1987
The Righteous Brothers,55,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/4Y7jrcaXsSFyf5g4YLcAaB,Heartbreak,You’ve Lost That Lovin’ Feelin’,1/1/1964
The Rolling Stones,53,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/1jlF5p7TTVhT1pvk1jdxZz,Heartbreak,Stupid Girl,1/1/1966
The Rolling Stones,53,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/4H5hI3u6LmIRlXnWR89opX,Heartbreak,Under My Thumb,1/1/1966
The Ronettes,55,1/1/1960 12:00:00 AM,1,,Heartbreak,(The Best Part of) Breakin’ Up,1/1/1964
Jimmy Ruffin,53,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/019nGMMof2yYp0zIdnbxSV,Heartbreak,What Becomes of the Broken Hearted,1/1/1966
Arthur Russell,25,1/1/1990 12:00:00 AM,1,,Heartbreak,A Little Lost,1/1/1994
Carly Simon,42,1/1/1970 12:00:00 AM,1,http://open.spotify.com/track/240vi0Gt8ZOdPwC1PbzfUJ,Heartbreak,Nobody Does it Better,1/1/1977
Carly Simon,47,1/1/1970 12:00:00 AM,1,http://open.spotify.com/track/46aRTYYXkN8ok6fnv9ljvr,Heartbreak,You’re So Vain,1/1/1972
Paul Simon,44,1/1/1970 12:00:00 AM,1,http://open.spotify.com/track/2VrS8weZmIHO4LtRQibMvJ,Heartbreak,50 Ways to Leave Your Lover,1/1/1975
Frank Sinatra,61,1/1/1950 12:00:00 AM,1,http://open.spotify.com/track/3il33mhbtAFCpdBNvNyymr,Heartbreak,Only the Lonely,1/1/1958
The Small Faces,53,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/3NkE5aI8aPPnoG8w2xBwNF,Heartbreak,All Or Nothing,1/1/1966
The Smiths,33,1/1/1980 12:00:00 AM,1,,Heartbreak,I Know It’s Over,1/1/1986
The Smiths,35,1/1/1980 12:00:00 AM,1,,Heartbreak,"Please, Please, Please Let Me Get What I Want",1/1/1984
Smog,21,1/1/1990 12:00:00 AM,1,,Heartbreak,Left Only With Love,1/1/1998
Spiritualized,22,1/1/1990 12:00:00 AM,1,,Heartbreak,Broken Heart,1/1/1997
Dusty Springfield,55,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/4qrEIcw64kbDgSK5QRkkAC,Heartbreak,I Just Don’t Know What to Do With Myself,1/1/1964
Dusty Springfield,53,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/2djMjbwwD6aeN029drEul0,Heartbreak,You Don’t Have to Say You Love Me,1/1/1966
Rod Stewart,48,1/1/1970 12:00:00 AM,1,http://open.spotify.com/track/5bnmFqpNi0JsOUQgQaGtzC,Heartbreak,Maggie May,1/1/1971
The Streets,15,1/1/2000 12:00:00 AM,1,http://open.spotify.com/track/1DlCpos9Lj8pK6cYMRjipp,Heartbreak,Dry Your Eyes,1/1/2004
The Strokes,18,1/1/2000 12:00:00 AM,1,http://open.spotify.com/track/7kzKAuUzOITUauHAhoMoxA,Heartbreak,Last Nite,1/1/2001
The Supremes,55,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/6yz8hKpO3s2byra8Et3w9x,Heartbreak,Where Did Our Love Go?,1/1/1964
The Supremes,53,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/6tLPgXlqugmn2XfNnmGoVp,Heartbreak,You Keep Me Hangin’ On,1/1/1966
Bettye Swann,51,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/6AS7rbXQIE2cSCtNXg3RPm,Heartbreak,(My Heart Is) Closed for the Season,1/1/1968
Take That,24,1/1/1990 12:00:00 AM,1,http://open.spotify.com/track/1cnoj3gWltCrWBZ77jZtmj,Heartbreak,Back for Good,1/1/1995
TLC,20,1/1/1990 12:00:00 AM,1,http://open.spotify.com/track/5iJUGd5boRXsCmW00B3Mtq,Heartbreak,No Scrubs,1/1/1999
U2,32,1/1/1980 12:00:00 AM,1,http://open.spotify.com/track/2JZfTvWWtpaE8NohqRXqFr,Heartbreak,With Or Without You,1/1/1987
Luther Vandross,33,1/1/1980 12:00:00 AM,1,http://open.spotify.com/track/54yoy5MG6SVPB5wdneXAW7,Heartbreak,Give Me the Reason,1/1/1986
The Velvet Underground and Nico,52,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/63uM3G418omzGOIT9ltPmt,Heartbreak,Femme Fatale,1/1/1967
Tom Waits,39,1/1/1980 12:00:00 AM,1,http://open.spotify.com/track/0YUvSNoGzYp67QjLOmzVnW,Heartbreak,Ruby’s Arms,1/1/1980
The Walker Brothers,54,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/5RT0MynLRywe8D3UHJ4UNG,Heartbreak,Make it Easy on Yourself,1/1/1965
Dionne Warwick,55,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/6xS9VDmREYFio4BNGFImjc,Heartbreak,Walk on By,1/1/1964
Kanye West,14,1/1/2000 12:00:00 AM,1,http://open.spotify.com/track/5sSxgpqqZEAdwfRYVze4fU,Heartbreak,Gold Digger,1/1/2005
Kanye West,11,1/1/2000 12:00:00 AM,1,http://open.spotify.com/track/57wUNWELIZOReROLzol83e,Heartbreak,Say You Will,1/1/2008
The Who,53,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/6AtYt0gDIi6I38fOfkV31y,Heartbreak,Substitute,1/1/1966
Hank Williams,68,1/1/1950 12:00:00 AM,1,http://open.spotify.com/track/56KLeNPhvXXyXGQ9TEYDCC,Heartbreak,"Cold, Cold Heart",1/1/1951
Robbie Williams,21,1/1/1990 12:00:00 AM,1,http://open.spotify.com/track/2h4Lh23FF8OQ8uGBnOdepy,Heartbreak,No Regrets,1/1/1998
Amy Winehouse,16,1/1/2000 12:00:00 AM,1,http://open.spotify.com/track/5Q8nk53ZSOoCCoMHcyUj8X,Heartbreak,Stronger Than Me,1/1/2003
Amy Winehouse,13,1/1/2000 12:00:00 AM,1,http://open.spotify.com/track/0u8ekDfiPVBsju2LBLvDvI,Heartbreak,You Know I’m No Good,1/1/2006
Bill Withers,48,1/1/1970 12:00:00 AM,1,http://open.spotify.com/track/7u9s9Kn0J9U69J0qQV3E5M,Heartbreak,Ain’t No Sunshine,1/1/1971
Bill Withers,47,1/1/1970 12:00:00 AM,1,http://open.spotify.com/track/7bIC3bWre8rInwCizxLMPQ,Heartbreak,Use Me,1/1/1972
Tammy Wynette,51,1/1/1960 12:00:00 AM,1,,Heartbreak,D-I-V-O-R-C-E,1/1/1968
Neil Young,47,1/1/1970 12:00:00 AM,1,http://open.spotify.com/track/09EdAJXci83YhVYUaZtLOw,Heartbreak,A Man Needs a Maid,1/1/1972
Ryan Adams,18,1/1/2000 12:00:00 AM,1,http://open.spotify.com/track/6n0uVCp7GKgS0N7yCiIjYG,People and places,"New York, New York",1/1/2001
Aliotta Haynes Jeremiah,48,1/1/1970 12:00:00 AM,1,,People and places,Lake Shore Drive,1/1/1971
Bob Andy,53,1/1/1960 12:00:00 AM,1,,People and places,I’ve Got to Go Back Home,1/1/1966
The Animals,54,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/385Z5UTDZvJMvhOAiURcHY,People and places,We Gotta Get Out of This Place,1/1/1965
Arctic Monkeys,13,1/1/2000 12:00:00 AM,1,http://open.spotify.com/track/1sW0hSskhK2o3okrBoNd57,People and places,A Certain Romance,1/1/2006
Roy Ayers,36,1/1/1980 12:00:00 AM,1,http://open.spotify.com/track/6mWaJR3Wz8XcujkKd48oy6,People and places,Chicago,1/1/1983
The Beach Boys,55,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/0kRivH04RZLdKhD5wX1h1D,People and places,"Fun, Fun, Fun",1/1/1964
The Beatles,53,1/1/1960 12:00:00 AM,1,,People and places,Eleanor Rigby,1/1/1966
The Beatles,53,1/1/1960 12:00:00 AM,1,,People and places,Doctor Robert,1/1/1966
The Beatles,54,1/1/1960 12:00:00 AM,1,,People and places,Drive My Car,1/1/1965
The Beatles,52,1/1/1960 12:00:00 AM,1,,People and places,Penny Lane,1/1/1967
The Beatles,52,1/1/1960 12:00:00 AM,1,,People and places,She’s Leaving Home,1/1/1967
The Beatles,52,1/1/1960 12:00:00 AM,1,,People and places,Strawberry Fields Forever,1/1/1967
Tony Bennett,57,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/6T4wzk2iyRcdmEQUcqk1s8,People and places,I Left My Heart in San Francisco,1/1/1962
Chuck Berry,60,1/1/1950 12:00:00 AM,1,http://open.spotify.com/track/289AKX6diQ7eCcvJLb5pC3,People and places,"Memphis, Tennessee",1/1/1959
Chuck Berry,55,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/0ibuBDbT4tKNA1ugKK92AI,People and places,No Particular Place to Go,1/1/1964
Chuck Berry,61,1/1/1950 12:00:00 AM,1,http://open.spotify.com/track/78gvEiVlnMd1f5adOHjJxP,People and places,Johnny B Goode,1/1/1958
Mike Berry and the Outlaws,58,1/1/1960 12:00:00 AM,1,,People and places,Tribute to Buddy Holly,1/1/1961
"William Blake, Charles Hubert and Hastings Parry",103,1/1/1910 12:00:00 AM,1,,People and places,Jerusalem,1/1/1916
Bobby Bland,45,1/1/1970 12:00:00 AM,1,,People and places,Ain’t No Love in the Heart of the City,1/1/1974
Archie Bleyer,65,1/1/1950 12:00:00 AM,1,http://open.spotify.com/track/5l14z1uDc6xwMohyYuhOfM,People and places,Hernando’s Hideaway,1/1/1954
Blur,26,1/1/1990 12:00:00 AM,1,http://open.spotify.com/track/6j8paOITkZ5Ybrg5osqeVk,People and places,For Tomorrow,1/1/1993
David Bowie,48,1/1/1970 12:00:00 AM,1,http://open.spotify.com/track/1EdKQ7nYYmMEsrcehcHf4Q,People and places,Life On Mars?,1/1/1971
David Bowie,50,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/7IBfmCrfaR3SLVemWhsucQ,People and places,Space Oddity,1/1/1969
Jan Bradley,51,1/1/1960 12:00:00 AM,1,,People and places,Nights in New York City,1/1/1968
Billy Bragg,33,1/1/1980 12:00:00 AM,1,,People and places,Levi Stubbs’ Tears,1/1/1986
Jackie Brenston and His Delta Cats,68,1/1/1950 12:00:00 AM,1,http://open.spotify.com/track/2D4CW43Ewl0UZvrn9E2bo3,People and places,Rocket 88,1/1/1951
Anne Briggs,48,1/1/1970 12:00:00 AM,1,,People and places,Blackwater Side,1/1/1971
Bronski Beat,35,1/1/1980 12:00:00 AM,1,http://open.spotify.com/track/1nz1xzqPN4xYZtR4zgiLxt,People and places,Smalltown Boy,1/1/1984
The Byrds,53,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/3M2vp32P9xXHsVRcva9G5c,People and places,Eight Miles High,1/1/1966
Glen Campbell,50,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/7GCNh1ibQiae8aimaEUOFq,People and places,Galveston,1/1/1969
Cab Calloway,88,1/1/1930 12:00:00 AM,1,http://open.spotify.com/track/1Ns0szGnyIV7BLkWsrkdVu,People and places,Minnie the Moocher,1/1/1931
The Cars,35,1/1/1980 12:00:00 AM,1,http://open.spotify.com/track/2KjYhaRlB5NtCJ0JotvJhZ,People and places,Drive,1/1/1984
Martin Carthy,54,1/1/1960 12:00:00 AM,1,,People and places,Scarborough Fair,1/1/1965
Johnny Cash,13,1/1/2000 12:00:00 AM,1,http://open.spotify.com/track/52HE6vtu3RydAcSDK3YuuN,People and places,I’m Free From the Chain Gang Now,1/1/2006
Johnny Cash,64,1/1/1950 12:00:00 AM,1,http://open.spotify.com/track/7BuR7aWjwtMnejLYeh8FZk,People and places,Folsom Prison Blues,1/1/1955
Manu Chao,21,1/1/1990 12:00:00 AM,1,,People and places,King of Bongo,1/1/1998
Ray Charles,59,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/5pnvs9jplQQE7uxdyHhTta,People and places,Georgia on My Mind,1/1/1960
Ray Charles,63,1/1/1950 12:00:00 AM,1,http://open.spotify.com/track/43mBBdRU6GfinobxcDyufp,People and places,Lonely Avenue,1/1/1956
Guy Clark,44,1/1/1970 12:00:00 AM,1,http://open.spotify.com/track/0FIn08OKKHVRSFJfm6QBmS,People and places,LA Freeway,1/1/1975
The Clash,40,1/1/1970 12:00:00 AM,1,http://open.spotify.com/track/6UxHw23oizTlIyolc4Alaz,People and places,London Calling,1/1/1979
Jimmy Cliff,50,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/1dr5J5vp2lomzdDPcv4CvG,People and places,Many Rivers to Cross,1/1/1969
The Coasters,65,1/1/1950 12:00:00 AM,1,http://open.spotify.com/track/5Hl3bPQuASTEb4t3GxhlkI,People and places,Riot in Cell Block #9,1/1/1954
Leonard Cohen,45,1/1/1970 12:00:00 AM,1,http://open.spotify.com/track/48WhdGNxaxHMdRxs11ampi,People and places,Chelsea Hotel #2,1/1/1974
Leonard Cohen,31,1/1/1980 12:00:00 AM,1,http://open.spotify.com/track/6C7z72JkQtC08oKYLsz791,People and places,First We Take Manhattan,1/1/1988
Shirley Collins,52,1/1/1960 12:00:00 AM,1,,People and places,The Banks of the Sweet Primroses,1/1/1967
Ry Cooder,47,1/1/1970 12:00:00 AM,1,,People and places,Taxes on the Farmer Feeds Us All,1/1/1972
Sam Cooke,59,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/2v3StB7FS2bUZNSWWInRN7,People and places,Chain Gang,1/1/1960
Bing Crosby,87,1/1/1930 12:00:00 AM,1,http://open.spotify.com/track/2Ei1sEtJU0ENRvk3sKZx0X,People and places,Brother Can You Spare a Dime?,1/1/1932
Bobby Darin,60,1/1/1950 12:00:00 AM,1,http://open.spotify.com/track/1xeEkk0av46GZ4Ztq1dUEM,People and places,Beyond the Sea,1/1/1959
Bobby Darin,60,1/1/1950 12:00:00 AM,1,http://open.spotify.com/track/35hKX7JI7gvQ0oKna8895l,People and places,Mack the Knife,1/1/1959
Desmond Dekker,52,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/7hwvbkchjTc5JXEZ4xmQX7,People and places,007 (Shanty Town),1/1/1967
Dexys Midnight Runners,39,1/1/1980 12:00:00 AM,1,http://open.spotify.com/track/7gb626DDDHoiuVAGZEnlJk,People and places,Geno,1/1/1980
Bo Diddley,59,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/0D98Qv08oIWYoSgVigHy9a,People and places,Roadrunner,1/1/1960
Dion,58,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/0tk8p69r1Ed2OuqiXxHdAQ,People and places,The Wanderer,1/1/1961
Donovan,54,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/0W0WuexnXG8xdSnTIHKnrQ,People and places,Sunny Goodge Street,1/1/1965
Doves,14,1/1/2000 12:00:00 AM,1,http://open.spotify.com/track/1RJxjF2aOMi1JLJ9K2PUJj,People and places,Black and White Town,1/1/2005
The Drifters,56,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/1rDBmONfSiBaJJGqDH2OH5,People and places,On Broadway,1/1/1963
Ian Dury,42,1/1/1970 12:00:00 AM,1,,People and places,Billericay Dickie,1/1/1977
Bob Dylan,54,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/3Xbr9UqRIgo5I9Wna9sofg,People and places,Ballad of a Thin Man,1/1/1965
Bob Dylan,28,1/1/1990 12:00:00 AM,1,http://open.spotify.com/track/2HT5jSAGQtNJ6nM8dhvrng,People and places,Blind Willie McTell,1/1/1991
Bob Dylan,54,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/4hR2PmKODnlFa5fe8iWzeo,People and places,Like a Rolling Stone,1/1/1965
Steve Earle,20,1/1/1990 12:00:00 AM,1,,People and places,The Mountain,1/1/1999
Elbow,14,1/1/2000 12:00:00 AM,1,,People and places,Station Approach,1/1/2005
The Fall,38,1/1/1980 12:00:00 AM,1,,People and places,Leave the Capitol,1/1/1981
The Flying Burrito Brothers,50,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/79eJ1pa0yAAFlloGPizz8W,People and places,Sin City,1/1/1969
Peter Gabriel,42,1/1/1970 12:00:00 AM,1,,People and places,Solsbury Hill,1/1/1977
"The Good, the Bad and the Queen",12,1/1/2000 12:00:00 AM,1,,People and places,Green Fields,1/1/2007
Judy Garland,80,1/1/1930 12:00:00 AM,1,http://open.spotify.com/track/1jNQ6e4Mze7QA3hPWbTv3B,People and places,Over the Rainbow,1/1/1939
Woody Guthrie,79,1/1/1940 12:00:00 AM,1,http://open.spotify.com/track/2IsUkc97tIzMBQg67y3lVP,People and places,Do Re Mi,1/1/1940
Merle Haggard,38,1/1/1980 12:00:00 AM,1,http://open.spotify.com/track/2a57riblxsqxe1lV33JDTf,People and places,Big City,1/1/1981
Tim Hardin,52,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/7EIObUsjH82rWe34Alrou9,People and places,Tribute to Hank Williams,1/1/1967
Emmylou Harris,44,1/1/1970 12:00:00 AM,1,http://open.spotify.com/track/3PAnJueYX2pM8Ig0xSnkbI,People and places,Boulder to Birmingham,1/1/1975
Richard Hawley,14,1/1/2000 12:00:00 AM,1,http://open.spotify.com/track/5kGdayTmguCAZP87F56DUg,People and places,Coles Corner,1/1/2005
Heinz,56,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/3anKfvDNqW7dYBDEbmKzIn,People and places,Just Like Eddie,1/1/1963
The Jam,41,1/1/1970 12:00:00 AM,1,http://open.spotify.com/track/3pmY0mjzWegSxdMPwYZwSj,People and places,Down in the Tube Station at Midnight,1/1/1978
Eddie Jefferson,58,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/0PCrDhGtjxU660QHLUHYYc,People and places,So What (Miles),1/1/1961
Janis Joplin,48,1/1/1970 12:00:00 AM,1,http://open.spotify.com/track/6K81RptJZZaeEkqiV6kpyv,People and places,Me and Bobby McGee,1/1/1971
Robert Johnson,83,1/1/1930 12:00:00 AM,1,,People and places,Cross Road Blues,1/1/1936
Louis Jordan and His Tympany Five,73,1/1/1940 12:00:00 AM,1,http://open.spotify.com/track/1bPpdLPZIi24zchWIGkI3H,People and places,Choo Choo Ch’Boogie,1/1/1946
Ben E King,58,1/1/1960 12:00:00 AM,1,http://open.spotify.com/track/3UCmuRdeTriWgOZMEJsfqZ,People and places,Spanish Harlem,1/1/1961
Nat King Cole,73,1/1/1940 12:00:00 AM,1,http://open.spotify.com/track/3k0jloXIBRigk9z7TSxr48,People and places,(Get Your Kicks On) Route 66,1/1/1946
